5702,12500250250,1/4,1/2,1/4
1510,31201625500,1 5/8,2 1/4,1/2
AG8134,18700250250,1/4,5/8,1/4,
3429,37501625625,1 5/8,2 3/8,5/8
6787,18700250312,1/4,5/8,5/16,
AG7132,12501750185,1 3/4,2,3/16
5836,12500312250,5/16,9/16,1/4
AG7329,18701750250,1 3/4,2 1/8,1/4
6370,18700312312,5/16,11/16,5/16,
3075,18701750312,1 3/4,2 1/8,5/16
5786,12500375250,3/8,5/8,1/4,
1075,18701750375,1 3/4,2 1/8,3/8
5785,18700375312,3/8,3/4,5/16,
5863,25001750250,1 3/4,2 1/4,1/4
6371,12500437250,7/16,11/16,1/4,
1061,25001750375,1 3/4,2 1/4,3/8
5783,12500500250,1/2,3/4,1/4,
1616,31201750500,1 3/4,2 3/8,1/2
5784,18700500312,1/2,7/8,5/16,
3430,37501750625,1 3/4,2 1/2,5/8
6391,25000500375,1/2,1,3/8,
AG7248,18701812375,1 13/16,2 3/16,3/8
6386,12500562250,9/16,13/16,1/4,
3091,18701875375,1 7/8,2 1/4,3/8
6854,25000562375,9/16,1  1/16,3/8,
5126,25001875375,1 7/8,2 3/8,3/8
5953,12500625250,5/8,7/8,1/4,
1604,31201875500,1 7/8,2 1/2,1/2
9934,18700625250,5/8,1,1/4,
3431,37501875625,1 7/8,2 5/8,5/8
5574,18700625312,5/8,1,5/16,
1633,18702000375,2,2 3/8,3/8
5575,31200625500,5/8,1 1/4,1/2,
1060,25002000375,2,2 1/2,3/8
5576,37500625625,5/8,1 3/8,5/8,
1615,31202000500,2,2 5/8,1/2
AG7937,18700687312,11/16,1 1/16,5/16,
1768,37502000625,2,2 3/4,5/8
6946,12500750185,3/4,1,3/16,
5948,18702125375,2 1/8,2 1/2,3/8
5517,12500750250,3/4,1,1/4,
1645,25002125375,2 1/8,2 5/8,3/8
5577,18700750312,3/4,1 1/8,5/16,
1750,31202125375,2 1/8,2 3/4,3/8
5578,25000750375,3/4,1 1/4,3/8,
4374,31202125500,2 1/8,2 3/4,1/2
5579,31200750500,3/4,1 3/8,1/2,
3432,37502125625,2 1/8,2 7/8,5/8
6268,12500815250,13/16,1 1/16,1/4,
1595,18702250375,2 1/4,2 5/8,3/8
5127,18700812312,13/16,1 3/16,5/16,
6167,25002250250,2 1/4,2 3/4,1/4
AG8138,18700812187,13/16,1 13/16,3/16,
1059,25002250375,2 1/4,2 3/4,3/8
6156,12500875250,7/8,1 1/8,1/4,
1629,31202250500,2 1/4,2 7/8,1/2
AG7740,18700875250,7/8,1 1/4,1/4,
AG7944,37502250375,2 1/4,3,3/8
1573,18700875312,7/8,1 1/4,5/16,
1138,37502250625,2 1/4,3,5/8
5580,25000875375,7/8,1 3/8,3/8,
1961,18702375375,2 3/8,2 3/4,3/8
5581,31200875500,7/8,1 1/2,1/2,
1825,18702375500,2 3/8,2 3/4,1/2
5582,37500875625,7/8,1 5/8,5/8,
3718,25002375250,2 3/8,2 7/8,1/4
5411,12501000187,1,1 1/4,3/16,
5160,25002375375,2 3/8,2 7/8,3/8
5261,12501000250,1,1 1/4,1/4,
3433,31202375500,2 3/8,3,1/2
1597,18701000312,1,1 3/8,5/16,
AG7334,37502375375,2 3/8,3 1/8,3/8
6169,25001000375,1,1 1/2,3/8,
3434,37502375625,2 3/8,3 1/8,5/8
5583,31201000500,1,1 5/8,1/2,
3057,18702500375,2 1/2,2 7/8,3/8
5584,37501000625,1,1 3/4,5/8,
1058,25002500375,2 1/2,3,3/8
5708,12501062250,1 1/16,1 5/16,1/4,
3088,25003375375,3 3/8,3 7/8,3/8
6388,18701062250,1 1/16,1 7/16,1/4,
4829,31203375375,3  3/8,4,3/8
1637,18701625375,1 5/8,2,3/8,
1594,31203375500,3 3/8,4,1/2
5461,25001625375,1 5/8,2 1/8,3/8,
3304,37503375625,3 3/8,4 1/8,5/8
3442,18703500375,3 1/2,3 7/8,3/8,
3934,37505500625,5 1/2,6 1/4,5/8
1569,25003500375,3 1/2,4,3/8,
3815,50005500750,5 1/2,6 1/2,3/4
3275,31203500500,3 1/2,4 1/8,1/2,
3132,18705625500,5 5/8,6,1/2
1643,37503500625,3 1/2,4 1/4,5/8,
4020,37505625625,5 5/8,6 3/8,5/8
4295,50003500750,3 1/2,4 1/2,3/4,
3590,25005750562,5 3/4,6 1/4,9/16
3443,18703625375,3 5/8,4,3/8,
6961,31205750625,5 3/4,6 3/8,5/8
3444,25003625375,3 5/8,4 1/8,3/8,
3816,37505750625,5 3/4,6 1/2,5/8
1189,25003625500,3 5/8,4 1/8,1/2,
4068,50005750750,5 3/4,6 3/4,3/4
AG7331,25003625562,3 5/8,4 1/8,9/16,
3945,25006000562,6,6 1/2,9/16
AG7949,25003625590,3 5/8,4 1/8,19/32,
4833,37506000375,6,6 3/4,3/8
3809,31203625500,3 5/8,4 1/4,1/2,
3960,37506000625,6,6 3/4,5/8
4562,37503625562,3 5/8,4 3/8,9/16,
3868,37506000750,6,6 3/4,3/4
1772,37503625590,3 5/8,4 3/8,19/32,
4109,50006000750,6,7,3/4
3998,37503625625,3 5/8,4 3/8,5/8,
4048,25006250562,6 1/4,6 3/4,9/16
3445,18703750375,3 3/4,4 1/8,3/8,
3866,37506250625,6 1/4,7,5/8
3446,25003750375,3 3/4,4 1/4,3/8,
4614,625062501000,6 1/4,7 1/2,1
6488,25003750500,3 3/4,4 1/4,1/2,
3867,37506375625,6 3/8,7 1/8,5/8
3784,25003750562,3 3/4,4 1/4,9/16,
3135,18706500500,6 1/2,6 7/8,1/2
1634,31203750500,3 3/4,4 3/8,1/2,
3081,25006500562,6 1/2,7,9/16
1860,37503750625,3 3/4,4 1/2,5/8,
3972,31206500625,6 1/2,7 1/8,5/8
3591,50003750750,3 3/4,4 3/4,3/4,
4160,37506500625,6 1/2,7 1/4,5/8
3448,18703875375,3 7/8,4 1/4,3/8,
3141,50006500750,6 1/2,7 1/2,3/4
3449,25003875375,3 7/8,4 3/8,3/8,
3118,25006750562,6 3/4,7 1/4,9/16
3810,31203875500,3 7/8,4 1/2,1/2,
3947,31206750625,6 3/4,7 3/8,5/8
4563,37503875625,3 7/8,4 5/8,5/8,
3220,37506750625,6 3/4,7 1/2,5/8
6580,18704000375,4,4 3/8,3/8,
4139,50006750750,6 3/4,7  3/4,3/4
3128,18704000500,4,4 3/8,1/2,
4178,37507000625,7,7 3/4,5/8
1150,25004000375,4,4 1/2,3/8,
4292,50007000750,7,8,3/4
1578,25004000562,4,4 1/2,9/16,
4120,25007250562,7 1/4,7 3/4,9/16
3450,31204000562,4,4 5/8,9/16,
4161,37507250625,7 1/4,8,5/8
1644,37504000375,4,4 3/4,3/8,
4495,625072501000,7 1/4,8 1/2,1
1401,37504000625,4,4 3/4,5/8,
3136,18707375500,7 3/8,7 3/4,1/2
4801,50004000500,4,5,1/2,
4135,25007500562,7  1/2,8,9/16
3811,50004000750,4,5,3/4,
4133,31207500625,7  1/2,8  1/8,5/8
3814,18704125375,4 1/8,4 1/2,3/8,
4206,37507500625,7 1/2,8 1/4,5/8
3451,25004125562,4 1/8,4 5/8,9/16,
AG8142,18701062312,1 1/16,1  7/16,5/16
3452,31204125562,4 1/8,4 3/4,9/16,
AG8143,12501125157,1 1/8,1  3/8,5/32
6960,31205250625,5 1/4,5 7/8,5/8,
5962,12501125187,1 1/8,1 3/8,3/16
3139,37505250625,5 1/4,6,5/8,
9069,12501125204,1 1/8,1 3/8,13/64
4305,31205375625,5 3/8,6,5/8,
5963,12501125250,1 1/8,1 3/8,1/4
4428,37505375625,5 3/8,6 1/8,5/8,
5959,18701125312,1 1/8,1 1/2,5/16
4270,18705500500,5 1/2,5 7/8,1/2,
1877,25001125375,1 1/8,1 5/8,3/8
3079,25005500562,5 1/2,6,9/16,
5585,31201125500,1 1/8,1 3/4,1/2
5586,37501125625,1 1/8,1 7/8,5/8,
1673,31202750500,2 3/4,3 3/8,1/2
6242,18701187312,1 3/16,1 9/16,5/16,
AG7332,31202750625,2 3/4,3 3/8,5/8
5837,25001187312,1 3/16,1 11/16,5/16,
3148,37502750625,2 3/4,3 1/2,5/8
5588,25001187375,1 3/16,1 11/16,3/8,
3436,18702875375,2 7/8,3 1/4,3/8
5518,12501250250,1 1/4,1 1/2,1/4,
1993,25002875375,2 7/8,3 3/8,3/8
