Unnamed: 0,LISTA DE PREÇOS - REF: 01/23,Unnamed: 1,Unnamed: 2
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
4192,"RASPADOR TIPO E  140,00 X 150,00 X 5,00 ","40,546 ",
4193,"RASPADOR TIPO E  164,00 X 174,00 X 5,00 ","46,339 ",
4194,"RASPADOR TIPO E  183,00 X 193,00 X 5,00 ","50,973 ",
4195,"RASPADOR TIPO E  207,00 X 217,00 X 5,00 ","57,344 ",
4212,"GAXETA  AG21  205,00 X 235,00 X 15,80 ","196,194 ",
4219,"RASPADOR TIPO D  85,30 X 95,30 X 7,00 ","20,097 ",
4220,"RASPADOR TIPO D  110,70 X 120,70 X 7,00 ","22,011 ",
4313,"GAXETA  AG 6  126,00 X 152,00 X 15,70 ","55,453 ",
4320,"GAXETA  AG 7  182,00 X 206,00 X 12,70 ","66,287 ",
4367,"GAXETA  AG 2  130,00 X 150,00 X 15,00 ","41,249 ",
4390,"RASPADOR TIPO D  178,00 X 191,10 X 5,50 ","37,183 ",
4404,"GAXETA  AG 4  80,00 X 100,00 X 12,00 ","50,532 ",
4576,"GAXETA  AG 4  140,00 X 155,00 X 10,00 ","78,241 ",
4828,"GAXETA AG 7  155,00 X 179,30 X 12,70 ","132,228 ",
4940,"RASPADOR TIPO DG 105,00 X 113,00 X 4,00/7,00 ","69,459 ",
4950,"RASPADOR TIPO DG  60,00 X 68,00 X 4,00/7,00 ","45,451 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
4951,"RASPADOR TIPO DG  90,00 X 98,00 X 4,00/7,00 ","64,796 ",
50001000,GAXETA  1 X 2 X 1/2 ,"19,968 ",
50001250,GAXETA  1.1/4 X 2.1/4 X 1/2 ,"26,503 ",
50001500,GAXETA  1.1/2 X 2.1/2 X 1/2 ,"29,075 ",
50001500-750,GAXETA  1.1/2 X 2.1/2 X 3/4 ,"50,409 ",
50002000,GAXETA  2  X 3  X 1/2 ,"33,268 ",
50002250,GAXETA  2 .1/4 X 3.1/4 X 1/2 ,"34,686 ",
50002500,GAXETA  2 .1/2 X 3.1/2 X 1/2 ,"37,873 ",
50003000,GAXETA  3  X 4 X 1/2 ,"46,887 ",
50003000-562,GAXETA  3 X 4 X 9/16 ,"53,492 ",
50003000-625,GAXETA  3 X 4 X 5/8 ,"58,480 ",
50003000-750,GAXETA  3 X 4 X 3/4 ,"70,078 ",
50003250,GAXETA  3.1/4 X 4.1/4 X 1/2 ,"51,239 ",
50003500,GAXETA  3.1/2 X 4.1/2 X 1/2 ,"53,942 ",
50003500-750,GAXETA  3.1/2 X 4.1/2 X 3/4 ,"58,213 ",
50003750,GAXETA  3.3/4 X 4.3/4 X 1/2 ,"56,466 ",
50003750-750,GAXETA  3.3/4 X 4.3/4 X 3/4 ,"85,703 ",
50004000,GAXETA  4 X 5 X 1/2 ,"60,500 ",
50004000-500,GAXETA  4 X 5 X 1/2 ,"62,919 ",
50004000-750,GAXETA  4 X 5 X 3/4 ,"90,741 ",
50004250,GAXETA  4.1/4 X 5.1/4 X 1/2 ,"65,537 ",
50004250-750,GAXETA4.1/4 X 5.1/4 X 3/4 ,"100,827 ",
50004500,GAXETA  4.1/2 X 5.1/2 X 1/2 ,"85,703 ",
50004500-750,GAXETA  4.1/2 X 5.1/2 X 3/4 ,"105,869 ",
50004750,GAXETA  4.3/4 X 5.3/4 X 1/2 ,"90,741 ",
50004750-750,GAXETA  4.3/4 X 5.3/4 X 3/4 ,"115,911 ",
50005000,GAXETA  5 X 6 X 1/2 ,"95,786 ",
50005000-750,GAXETA  5 X 6 X 3/4 ,"105,869 ",
50005250,GAXETA  5.1/4 X 6.1/4 X 1/2 ,"100,827 ",
50005500,GAXETA  5.1/2 X 6.1/2 X 1/2 ,"105,869 ",
50005500-750,GAXETA5.1/2 X 6.1/2 X 3/4 ,"120,983 ",
50005750-750,GAXETA  5.3/4 X 6.3/4 X 3/4 ,"126,032 ",
50006000,GAXETA  6 X 7 X 1/2 ,"110,910 ",
50006000-750,GAXETA  6 X 7 X 3/4 ,"133,984 ",
50006250,GAXETA  6.1/4 X 7.1/4 X 1/2 ,"103,525 ",
50006500,GAXETA  6.1/2 X 7.1/2 X 1/2 ,"120,983 ",
50006500-750,GAXETA6.1/2 X 7.1/2 X 3/4 ,"141,152 ",
50006750-750,GAXETA  6.3/4 X 7.3/4 X 3/4 ,"146,192 ",
50007000,GAXETA  7 X 8 X 1/2 ,"126,032 ",
50007000-750,GAXETA  7 X 8 X 3/4 ,"135,029 ",
50007500-750,GAXETA  7.1/2 X 8.1/2 X 3/4 ,"161,325 ",
50007750,GAXETA  7.3/4 X 8.3/4 X 1/2 ,"138,643 ",
50007750-750,GAXETA  7.3/4 X 8.3/4 X 3/4 ,"145,412 ",
50008000,GAXETA  8 X 9 X 1/2 ,"141,152 ",
50008000-750,GAXETA  8 X 9 X 3/4 ,"171,403 ",
50008250-750,GAXETA  8.1/4 X 9.1/4 X 3/4 ,"181,971 ",
50008500,GAXETA  8.1/2 X 9.1/2 X 1/2 ,"143,555 ",
50008500-750,GAXETA  8.1/2 X 9.1/2 X 3/4 ,"181,489 ",
50008750-750,GAXETA  8.3/4 X 9.3/4 X 3/4 ,"189,891 ",
50009000,GAXETA  9 X 10 X 1/2 ,"151,241 ",
50009000-750,GAXETA  9 X 10 X 3/4 ,"191,563 ",
50010000,GAXETA  10 X 11 X 1/2 ,"117,830 ",
50010000-750,GAXETA  10 X 11 X 3/4 ,"211,730 ",
50010500-750,GAXETA  10.1/2 X 11.1/2 X 3/4 ,"264,357 ",
50011000-750,GAXETA  11 X 12 X 3/4 ,"306,691 ",
5043,"GAXETA  AG 6  59,40 X 75,30 X 12,50 ","27,594 ",
5064,"GAX. AG13 69,85X85,73X6,0/5,0 C/ARR.ANTI-EXTRUSAPOC","27,958 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
5074,"GAX. AG13 75,00X91,00X6,00  C/ARR.ANTI-EXTRUSAO","29,954 ",
5117,"RASPADOR TIPO D  25,00 X 33,00 X 4,00 ","4,034 ",
5276,"RASPADOR TIPO RP-25  63,50 X 76,20 X 6,50 ","15,121 ",
5318,"RASPADOR TIPO D  50,00 X 60,00 X 2,30 ","6,752 ",
5321,"RASPADOR TIPO D  43,00 X 64,00 X 3,20 ","7,856 ",
5322,"RASPADOR TIPO D  55,00 X 64,00 X 4,80 ","8,064 ",
5324,"RASPADOR TIPO K  38,10 X 47,62 X 5,00 ","7,059 ",
5330,"RASPADOR TIPO D  30,00 X 39,00 X 4,50 ","4,591 ",
5388,"RASPADOR TIPO D  30,00 X 37,00 X 5,00 ","4,338 ",
5407,"RASPADOR TIPO D  30,00 X 37,00 X 2,50 ","3,526 ",
5425,"RASPADOR TIPO D  78,00 X 88,00 X 3,30 ","17,140 ",
5432,"RASPADOR TIPO D  32,00 X 39,00 X 2,50 ","4,034 ",
5441,"GAXETA  AG 2  20,00 X 27,00 X 4,50 ","4,535 ",
5463,"RASPADOR TIPO D  41,00 X 48,00 X 2,50 ","4,034 ",
5494,"RASPADOR TIPO DG  32,00 X 40,00 X 4,00/7,00 ","5,547 ",
5505,"GAX. AG11 70,00 X 84,00 X 8,70 C/ARR.ANTI-EXTRUSAPOC","30,578 ",
5533,"GAXETA  AG 5  36,00 X 44,00 X 8,00 ","11,597 ",
5550,"RASPADOR TIPO D  40,00 X 48,00 X 4,50 ","4,834 ",
5617,"GAXETA  AG 7  38,00 X 45,00 X 6,30 ","9,666 ",
5621,"RASPADOR TIPO DG  38,00 X 46,00 X 4,00/7,00 ","6,556 ",
5622,"GAXETA  AG 4  38,00 X 48,00 X 8,00  AMARELA ","8,064 ",
5635,"RASPADOR TIPO D  23,50 X 32,00 X 5,00 ","4,034 ",
5638,"RASPADOR TIPO RP-25  35,00 X 45,00 X 6,00 ","8,568 ",
5639,"RASPADOR TIPO RP-25  22,00 X 32,00 X 5,50 ","7,059 ",
5641,"GAXETA  AG 7  18,00 X 45,00 X 12,00 ","20,170 ",
5642,"GAXETA  AG 2  32,00 X 46,00 X 11,00 ","13,607 ",
5684,"RASPADOR TIPO D  25,00 X 33,00 X 4,70 ","4,287 ",
5709,"GAXETA  AG 7  18,00 X 29,00 X 8,00 ","9,571 ",
5710,"GAXETA  AG 7  31,00 X 48,00 X 8,00 ","17,225 ",
5718,"RASPADOR TIPO D  20,00 X 26,00 X 2,50 ","3,526 ",
5730,"RASPADOR TIPO RP-25  28,00 X 36,00 X 4,70 ","8,311 ",
5744,"GAXETA AG 3  7,50 X 13,50 X 3,50 ","3,526 ",
5745,"RASPADOR TIPO D  50,00 X 58,60 X 3,00 ","5,036 ",
5773,"RASPADOR TIPO D  38,20 X 48,20 X 4,30 ","5,752 ",
5801,"GAXETA  AG 4  20,00 X 25,00 X 4,50 ","8,064 ",
5806,"RASPADOR TIPO D  45,00 X 55,30 X 3,75 ","6,150 ",
5809,"RASPADOR TIPO D  60,00 X 68,00 X 4,00 ","6,801 ",
5841,"GAXETA  AG 4  18,00 X 28,00 X 8,00 ","9,577 ",
5844,"GAXETA  AG 4  36,00 X 42,00 X 4,50 ","7,059 ",
5876,"RASPADOR TIPO K  31,75 X 38,10 X 4,76 ","11,849 ",
5882,"RASPADOR TIPO DG  25,40 X 33,34 X 4,00/7,00 ","10,087 ",
5886,"RASPADOR TIPO DG  42,00 X 50,00 X 4,00/7,00 ","7,059 ",
5901,"RASPADOR TIPO DG  18,00 X 25,00 X 3,50/5,00 ","4,636 ",
5909,"RASPADOR TIPO DG  36,00 X 44,00 X 4,00/7,00 ","6,254 ",
5938,"GAXETA  AG16  30,00 X 40,00 X 9,00 ","15,121 ",
5954,"RASPADOR TIPO D  16,00 X 23,00 X 3,00 ","3,526 ",
5961,"RASPADOR TIPO D  29,00 X 36,00 X 2,50 ","3,526 ",
6014,"GAXETA  AG 4  36,00 X 49,00 X 9,50 ","14,730 ",
6030,"GAX. AG17 70,00 X 84,00 X 11,00 C/ARR.ANTI-EXTRUSA","46,712 ",
6058,"RASPADOR TIPO D  55,00 X 65,50 X 5,30/6,50 ","9,577 ",
6086,"RASPADOR TIPO D  86,00 X 96,00 X 3,00 ","11,960 ",
610800642-291,"GAXETA  16,30 X 21,80 X 7,40 ","4,834 ",
611000803-197,"GAXETA 20,40 X 26,00 X 5,00 ","5,028 ",
6111,"GAXETA  AG22  10,00 X 14,00 X 4,00 ","10,372 ",
611800394-224,"GAXETA  10,00 X 16,00 X 5,70 ","4,748 ",
611800748-244,"GAXETA 19,00 X 25,00 X 6,20 ","4,834 ",
611800787-250BS,"GAXETA  AG 4  20,00 X 26,00 X 6,35 ","8,615 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
611800787-256,"GAXETA20,00 X 26,00 X 6,50 ","5,036 ",
612500612,"GAXETA  15,54 X 21,90 X 3,17 ","7,059 ",
612500750-178,"GAXETA 19,05 X 25,40 X 4,52 ","5,036 ",
612902368-220,"GAXETA  60,15 X 66,70 X 5,60 ","13,986 ",
612902570-220,"GAXETA  65,30 X 71,85 X 5,60 ","15,383 ",
613750748-196,"GAXETA 19,00 X 26,00 X 5,00 ","4,034 ",
613771102-275,"GAXETA28,00 X 35,00 X 7,00 ","6,254 ",
6138,"RASPADOR TIPO D  74,00 X 82,00 X 3,00 ","9,077 ",
613800964-276,"GAXETA24,50 X 31,50 X 7,00 ","6,053 ",
613800984-276,"GAXETA  25,00 X 32,00 X 7,00 ","6,411 ",
6139,"RASPADOR TIPO D  95,25 X 107,95 X 3,00 ","12,089 ",
614801102-236,"GAXETA 28,00 X 35,50 X 6,00 ","6,254 ",
615001283-315,"GAXETA 32,60 X 40,20 X 8,00 ","8,322 ",
615700472-236,"GAXETA  11,98 X 19,98 X 6,00 ","4,894 ",
615700708-295,"GAXETA18,00 X 26,00 X 7,50 ","5,036 ",
615700787,"GAXETA  20,00 X 28,00 X 4,00 ","7,059 ",
615700787-157,"GAXETA  20,00 X 28,00 X 4,00 ","5,036 ",
615700787-275,"GAXETA  20,00 X 28,00 X 7,00 ","5,036 ",
615700866-195,"GAXETA  22,00 X 30,00 X 5,00 STD. DEEP ","7,563 ",
615700866-256,"GAXETA  22,00 X 30,00 X 6,50 ","6,059 ",
615701181-314,"GAXETA30,00 X 38,00 X 8,00 ","7,059 ",
615701260-197,"GAXETA 32,00 X 40,00 X 5,00 ","7,632 ",
615701260-326,"GAXETA  32,00 X 40,00 X 8,30 ","8,112 ",
615701260-354,"GAXETA32,00 X 40,00 X 9,00 ","8,064 ",
615701574-236,"GAXETA  40,00 X 48,00 X 6,00 ","7,660 ",
615702440-472,"GAXETA62,00 X 70,00 X 12,00 ","26,212 ",
615702835-472,"GAXETA  72,00 X 80,00 X 12,00 ","28,202 ",
615703357-472,"GAXETA85,26 X 93,23 X 12,00 ","28,988 ",
615703858-393,"GAXETA  98,00 X 106,00 X 10,00 ","24,702 ",
615704355-472,"GAXETA 110,60 X 118,60 X 12,00 ","40,440 ",
615704360-430,"GAXETA  110,70 X 118,70 X 10,90 ","30,248 ",
615704685-393,"GAXETA  119,00 X 127,00 X 10,00 ","28,234 ",
615706299-500,"GAXETA  160,00 X 168,00 X 12,70 ","60,500 ",
6158,"GAX. AG18 35,00 X 60,00 X 16,00 C/ARR.ANTI-EXTRUS","56,039 ",
6159,"GAXETA  AG19  15,88 X 22,23 X 5,56 ","14,114 ",
6171,"GAXETA  AG 2  35,00 X 45,00 X 9,00 ","9,577 ",
6175,"GAXETA  AG 3  31,00 X 44,00 X 9,50 ","14,114 ",
617700669-276,"GAXETA 17,00 X 26,00 X 7,00 ","5,049 ",
617700689-295,"GAXETA17,50 X 26,50 X 7,50 ","5,036 ",
617700984-228,"GAXETA25,00 X 34,00 X 5,80 ","6,053 ",
617701102-314,"GAXETA 28,00 X 37,00 X 8,00 ","7,120 ",
617701378-236,"GAXETA 35,00 X 44,00 X 6,00 ","7,563 ",
617702795-236,"GAXETA  71,00 X 80,00 X 6,00 STD. DEEP ","25,973 ",
617703070-393,"GAXETA78,00 X 87,00 X 10,00 ","22,177 ",
618103185-500,"GAXETA  80,90 X 90,10 X 12,70 ","27,723 ",
6183,"RASPADOR TIPO RP-25  35,00 X 45,00 X 5,50 ","8,568 ",
618700500-261,"GAXETA 12,70 22,22 X 6,63 ","4,894 ",
618700812-312,"GAXETA20,62 X 30,12 X 7,92 ","5,967 ",
618701250-266,"GAXETA  31,75 X 41,27 X 6,75 ","6,556 ",
618701375-186,"GAXETA  34,93 X 44,45 X 4,76 ","7,563 ",
618701500-266,"GAXETA38,10 X 47,60 X 6,80 ","8,064 ",
618701712-354,"GAXETA  43,50 X 53,00 X 9,00 ","10,087 ",
618701750-266,"GAXETA 44,45 X 53,97 X 6,75 ","9,090 ",
618701750-275,"GAXETA  44,45 X 53,98 X 7,00 ","9,897 ",
618701752-354,"GAXETA44,50 X 54,00 X 9,00 ","11,095 ",
618701812-393,"GAXETA 46,00 X 55,50 X 10,00 ","15,152 ",
618702000-266,"GAXETA  50,80 X 60,20 X 6,75 ","11,095 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
618702125-266,"GAXETA54,00 X 63,50 X 6,80 ","10,087 ",
618702125-275,"GAXETA53,98 X 63,50 X 7,00 ","9,577 ",
619700709-314,"GAXETA18,00 X 28,00 X 8,00 ","5,036 ",
619700787-275,"GAXETA20,00 X 30,00 X 7,00 ","5,036 ",
619700984-250,"GAXETA25,00 X 35,00 X 6,35 ","6,053 ",
619700984-393,"GAXETA25,00 X 35,00 X 10,00 ","6,454 ",
619701102-314,"GAXETA28,00 X 38,00 X 8,00 ","7,120 ",
619701102-375,"GAXETA28,00 X 38,00 X 9,50 ","7,059 ",
619701181-197,"GAXETA  30,00 X 40,00 X 5,00 ","7,203 ",
619701181-255,"GAXETA  30,00 X 40,00 X 6,50 ","7,458 ",
619701181-275,"GAXETA30,00 X 40,00 X 7,00 ","7,563 ",
619701181-354,"GAXETA30,00 X 40,00 X 9,00 ","7,856 ",
619701260-236,"GAXETA32,00 X 42,00 X 6,00 ","7,563 ",
619701260-354,"GAXETA32,00 X 42,00 X 9,00 ","8,322 ",
619701299-295,"GAXETA33,00 X 43,00 X 7,50 ","8,064 ",
619701378-236,"GAXETA35,00 X 45,00 X 6,00 ","7,563 ",
619701378-275BS,"GAXETA  AG 4  35,00 X 45,00 X 7,00 ","7,660 ",
619701378-394,"GAXETA35,00 X 45,00 X 10,00 ","8,568 ",
619701574-275BS,"GAXETA  AG 4  40,00 X 50,00 X 7,00 ","8,064 ",
619701574-280,"GAXETA40,00 X 50,00 X 7,10 ","9,077 ",
619701574-354,"GAXETA40,00 X 50,00 X 9,00 ","9,577 ",
619701574-354BS,"GAXETA  AG 4  40,00 X 50,00 X 9,00 ","10,087 ",
619701574-374,"GAXETA40,00 X 50,00 X 9,50 ","9,577 ",
619701574-393,"GAXETA40,00 X 50,00 X 10,00 ","9,682 ",
619701574-393BS,"GAXETA  AG 4  40,00 X 50,00 X 10,00 ","11,597 ",
619701574-534,"GAXETA  40,00 X 50,00 X 13,50 ","11,615 ",
619701575-236,"GAXETA  40,00 X 50,00 X 6,00 ","8,931 ",
619701575-244,"GAXETA 40,00 X 50,00 X 6,20 ","9,079 ",
619701614-275,"GAXETA41,00 X 51,00 X 7,00 ","11,095 ",
619701653-354,"GAXETA  42,00 X 52,00 X 9,00 ","12,089 ",
619701732-275,"GAXETA44,00 X 54,00 X 7,00 ","10,585 ",
619701771-511,"GAXETA45,00 X 55,00 X 13,00 ","14,114 ",
619701772-394,"GAXETA45,00 X 55,00 X 10,00 ","15,213 ",
619701772-394BS,"GAXETA  AG 4  45,00 X 55,00 X 10,00 ","23,283 ",
619701811-275,"GAXETA46,00 X 56,00 X 7,00 ","13,607 ",
619701968-236,"GAXETA  50,00 X 60,00 X 6,00 ","12,609 ",
619701968-275,"GAXETA50,00 X 60,00 X 7,00 ","12,609 ",
619701968-314,"GAXETA  50,00 X 60,00 X 8,00 ","12,609 ",
619701968-390,"GAXETA50,00 X 60,00 X 9,90 ","11,794 ",
619701968-433,"GAXETA50,00 X 60,00 X 11,00 ","12,609 ",
619702165-314,"GAXETA  55,00 X 65,00 X 8,00 ","13,838 ",
619702165-374,"GAXETA  55,00 X 65,00 X 9,50 ","12,909 ",
619702165-390,"GAXETA 55,00 X 65,00 X 10,00 ","14,956 ",
619702165-500,"GAXETA  55,00 X 65,00 X 12,70 ","15,236 ",
619702204-275,"GAXETA56,00 X 66,00 X 7,00 ","9,077 ",
619702362,"GAXETA  60,00 X 70,00 X 5,00 ","13,411 ",
619702362-236,"GAXETA60,00 X 70,00 X 6,00 ","14,334 ",
619702362-276,"GAXETA60,00 X 70,00 X 7,00 ","13,652 ",
619702362-354,"GAXETA60,00 X 70,00 X 9,00 ","14,114 ",
619702362-413,"GAXETA  60,00 X 70,00 X 10,50 ","17,541 ",
619702362-472,"GAXETA  60,00 X 70,00 X 12,00 ","18,177 ",
619702559-314,"GAXETA  65,00 X 75,00 X 8,00 ","12,089 ",
619702559-551,"GAXETA65,00 X 75,00 X 14,00 ","19,157 ",
619702953-472,"GAXETA  75,00 X 85,00 X 12,00 ","19,157 ",
619703150-314,"GAXETA80,00 X 90,00 X 8,00 ","17,140 ",
619703150-393,"GAXETA80,00 X 90,00 X 10,00 ","23,188 ",
619703150-511,"GAXETA80,00 X 90,00 X 13,00 ","27,224 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
619703543-228,"GAXETA  90,00 X 100,00 X 5,80 ","29,224 ",
619703543-354,"GAXETA 90,00 X 100,00 X 9,00 ","34,896 ",
619703543-394,"GAXETA  90,00 X 100,00 X 10,00 ","35,171 ",
620002000,"GAXETA  50,80 X 60,90 X 5,10 ","9,577 ",
620504000-500,"GAXETA  101,60 X 112,00 X 12,70 ","40,327 ",
620504838-500,"GAXETA 122,90 X 133,30 X 12,70 ","52,933 ",
620505665-500,"GAXETA 143,90 X 154,30 X 12,70 ","48,396 ",
621601771-275,"GAXETA45,00 X 56,00 X 7,00 ","12,089 ",
621651181-472,"GAXETA30,00 X 41,00 X 12,00 ","8,064 ",
621701377-393,"GAXETA35,00 X 46,00 X 10,00 ","8,772 ",
621701417-165,"GAXETA  36,00 X 47,00 X 4,20 ","7,203 ",
6224,"RASPADOR TIPO RP-25  60,00 X 70,00 X 5,50 ","12,609 ",
6229,"RASPADOR TIPO RP-25  50,00 X 58,00 X 4,80 ","10,087 ",
6233,"RASPADOR TIPO RP-25  40,00 X 48,00 X 4,70 ","7,563 ",
623600984,"GAXETA  25,00 X 37,00 X 6,00 ","8,064 ",
623600984-264,"GAXETA 25,00 X 37,00 X 6,70 ","6,759 ",
623601102,"GAXETA  28,00 X 40,00 X 6,00 ","8,568 ",
623601102-250,"GAXETA  28,00 X 40,00 X 6,35 ","7,362 ",
623601102-354,"GAXETA28,00 X 40,00 X 9,00 ","7,458 ",
623601181-393,"GAXETA30,00 X 42,00 X 10,00 ","7,856 ",
623602362-374,"GAXETA60,00 X 72,00 X 9,50 ","14,622 ",
623602756-354,"GAXETA 70,00 X 82,00 X 9,00 ","23,188 ",
623602756-472,"GAXETA  70,00 X 82,00 X 12,00 ","25,174 ",
623603150-464,"GAXETA80,00 X 92,00 X 11,80 ","30,248 ",
623605039-472,"GAXETA 128,00 X 140,00 X 12,00 ","43,621 ",
6243,"GAXETA  AG 4  25,00 X 35,00 X 8,00 ","9,824 ",
624600945-354,"GAXETA24,00 X 36,50 X 9,00 ","6,053 ",
624601024-374,"GAXETA  26,00 X 38,50 X 9,50 ","12,089 ",
"625002874-189  STD. GAXETA  73,00 X 85,70 X 4,80",STD ,"16,636 ",
625003690-500,"GAXETA  93,73 X 106,43 X 12,70 ","33,233 ",
625008225-562,"GAXETA  208,91X 221,62 X 14,28 ","90,741 ",
62502500,GAXETA  2.1/2 X 3.3/4 X 5/8 ,"42,421 ",
62502750,GAXETA  2.3/4 X X 4 X 5/8 ,"43,143 ",
62504750,GAXETA  4.3/4 X 6 X 5/8 ,"104,862 ",
62506000,GAXETA  6 X 7.1/4 X 5/8 ,"149,533 ",
62506250-1000,GAXETA  6.1/4 X 7.1/2 X 1 ,"201,649 ",
62507250-1000,GAXETA  7.1/4 X 8 1/2 X 1 ,"234,808 ",
62508250-1000,GAXETA  8.1/4 X 9.1/2 X 1 ,"267,972 ",
625601161-248,"GAXETA 29,50 X 42,50 X 6,30 ","7,316 ",
625601968-314,"GAXETA  50,00 X 63,00 X 8,00 ","14,065 ",
625601968-354,"GAXETA50,00 X 63,00 X 9,00 ","13,109 ",
625601968-354BS,"GAXETA AG 4  50,00 X 63,00 X 9,00 ","17,225 ",
625602244-354,"GAXETA57,00 X 70,00 X 9,00 ","15,630 ",
625602756-394,"GAXETA70,00 X 83,00 X 10,00 ","23,188 ",
625603543-393,"GAXETA90,00 X 103,00 X 10,00 ","35,292 ",
625603819-393,"GAXETA  97,00 X 110,00 X 10,00 ","27,281 ",
625607362-393,"GAXETA  187,00 X 200,00 X 10,00 ","100,346 ",
626902125-375,"GAXETA53,98 X 67,63 X 9,50 ","16,134 ",
627503464-413,"GAXETA88,00 X 102,00 X 10,50 ","38,318 ",
627503858-413,"GAXETA98,00 X 112,00 X 10,50 ","35,292 ",
627552834-472,"GAXETA72,00 X 86,00 X 12,00 ","30,248 ",
627553188-500,"GAXETA81,00 X 95,00 X 12,70 ","39,322 ",
627553780,"GAXETA  96,00 X 110,00 X 7,00 ","25,206 ",
627553937-472,"GAXETA100,00 X 114,00 X 12,00 ","40,327 ",
627553976-511,"GAXETA101,00 X 115,00 X 13,00 ","48,396 ",
627601417-314,"GAXETA  36,00 X 50,00 X 8,00 ","8,568 ",
627602716-413,"GAXETA  69,00 X 83,00 X 10,50 ","23,188 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
627603200-500,"GAXETA  81,30 X 95,30 X 12,70 ","36,803 ",
628500866-433,"GAXETA22,00 X 36,50 X 11,00 ","6,053 ",
628502618-472,"GAXETA  66,50 X 81,00 X 12,00 ","21,442 ",
628503200,"GAXETA  81,30 X 95,80 X 7,20 ","25,206 ",
629501378-354,"GAXETA35,00 X 50,00 X 9,00 ","9,577 ",
629501574-354,"GAXETA40,00 X 55,00 X 9,00 ","11,095 ",
629501772-354,"GAXETA 45,00 X 60,00 X 9,00 ","13,109 ",
629501772-394,"GAXETA  45,00 X 60,00 X 10,00 ","13,109 ",
629501852-433,"GAXETA47,00 X 62,00 X 11,00 ","13,109 ",
629501968-393,"GAXETA 50,00 X 65,00 X 10,00 ","16,953 ",
629501968-393BS,"GAXETA AG 4  50,00 X 65,00 X 10,00 ","24,573 ",
629501968-433,"GAXETA50,00 X 65,00 X 11,00 ","18,654 ",
629502165-275,"GAXETA  55,00 X 70,00 X 7,00 ","21,058 ",
629502165-500,"GAXETA55,00 X 70,00 X 12,70 ","23,188 ",
629502185-374,"GAXETA55,50 X 70,50 X 9,50 ","17,140 ",
629502206-390,"GAXETA  56,00 X 71,00 X 9,90 ","18,420 ",
629502362-450,"GAXETA60,00 X 75,00 X 11,50 ","24,201 ",
629502362-472,"GAXETA  60,00 X 75,00 X 12,00 ","25,206 ",
629502559-314,"GAXETA  65,00 X 80,00 X 8,00 ","17,140 ",
629502559-472,"GAXETA  65,00 X 80,00 X 12,00 ","25,206 ",
629502678-472,"GAXETA68,00 X 82,00 X 12,00 ","20,170 ",
629502756-413,"GAXETA70,00 X 85,00 X 10,50 ","25,206 ",
629502952-472,"GAXETA  75,00 X 90,00 X 12,00 ","36,827 ",
629503150-354,"GAXETA80,00 X 95,00 X 9,00 ","29,233 ",
629503346-393,"GAXETA85,00 X 100,00 X 10,00 ","34,285 ",
629503346-472,"GAXETA85,00 X 100,00 X 12,00 ","41,344 ",
629503543-393,"GAXETA  90,00 X 105,00 X 10,00 ","37,105 ",
629503740-472,"GAXETA  95,00 X 110,00 X 12,00 ","45,373 ",
629505512-500,"GAXETA140,00 X 155,00 X 12,70 ","58,984 ",
629506102-413,"GAXETA 155,00 X 170,00 X 10,50 ","98,902 ",
6298,"GAXETA  AG 4  28,00 X 33,00 X 4,50 ","9,077 ",
630302566-507,"GAXETA  65,20 X 80,60 X 12,90 ","26,718 ",
630502402-472,"GAXETA 61,00 X 76,50 X 12,00 ","25,712 ",
631203942,"GAXETA  100,12 X 116,00 X 7,94 ","34,817 ",
631502204-472,"GAXETA  56,00 X 72,00 X 12,00 ","24,201 ",
631502953-429,"GAXETA75,00 X 91,00 X 10,90 ","34,285 ",
631502992-449,"GAXETA 76,00 X 92,00 X 11,40 ","29,743 ",
631503937-429,"GAXETA100,00 X 116,00 X 10,90 ","42,345 ",
631504250-472,"GAXETA108,00 X 124,00 X 12,00 ","55,453 ",
631504291-413,"GAXETA109,00 X 125,00 X 10,50 ","55,453 ",
631506299-500,"GAXETA  160,00 X 176,00 X 12,70 ","92,922 ",
631506299-531,"GAXETA  160,00 X 176,00 X 13,50 ","95,183 ",
631506299-625,"GAXETA  160,00 X 176,00 X 15,88 ","111,316 ",
631507795-637,"GAXETA  197,93 X 213,99 X 16,17 ","136,886 ",
636403210-374,"GAXETA  81,50 X 100,00 X 9,50 STD. DEEP ","40,327 ",
637402560-374,"GAXETA65,00 X 84,00 X 9,50 ","29,233 ",
637402755-590,"GAXETA70,00 X 89,00 X 15,00 ","47,388 ",
637502625-590,"GAXETA  66,68 X 85,73 X 15,00 ","32,757 ",
637503000-531,"GAXETA76,20 X 95,25 X 13,50 ","58,480 ",
