Unnamed: 0,LISTA DE PREÇOS - REF: 01/23,Unnamed: 1,Unnamed: 2
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
25006250,GAXETA  6.1/4 X 6.3/4 X 1/4 ,"63,124 ",
25006250-562,GAXETA  6.1/4 X 6.3/4 X 9/16 ,"58,480 ",
25006500,GAXETA  6.1/2 X 7 X 1/4 ,"42,345 ",
25006500-562,GAXETA  6.1/2 X 7 X 9/16 ,"60,500 ",
25006750,GAXETA  6.3/4 X 7.1/4 X 1/4 ,"45,373 ",
25006750-562,GAXETA  6.3/4 X 7.1/4 X 9/16 ,"62,509 ",
25007250-562,GAXETA  7.1/4 X 7.3/4 X 9/16 ,"67,042 ",
25007500,GAXETA  7.1/2 X 8 X 1/4 ,"65,278 ",
25007500-562,GAXETA  7.1/2 X 8 X 9/16 ,"69,060 ",
25007750,GAXETA  7.3/4 X 8.1/4 X 1/4 ,"64,964 ",
25007750-562,GAXETA  7.3/4 X 8.1/4 X 9/16 ,"73,108 ",
25008000-562,GAXETA  8 X 8.1/2 X 9/16 ,"75,616 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
25008250,GAXETA  8.1/4 X 8.3/4 X 1/4 ,"71,450 ",
25008250-562,GAXETA  8.1/4 X 8.3/4 X 9/16 ,"80,656 ",
25008500-562,GAXETA  8.1/2 X 9 X 9/16 ,"85,703 ",
25009500-562,GAXETA  9 1/2 X 10 X 9/16 ,"97,324 ",
3009,"GAXETA  AG 4  70,00 X 85,00 X 10,50 ","31,358 ",
3058,"RASPADOR TIPO D  63,00 X 72,00 X 5,00 ","10,332 ",
3059,"RASPADOR TIPO D  80,00 X 88,00 X 4,50 ","11,095 ",
3060,"RASPADOR TIPO D  85,00 X 94,00 X 5,00 ","12,609 ",
3062,"GAXETA AG 1  85,00 X 93,00 X 12,00 ","27,723 ",
3063,"GAXETA  AG 2  111,00 X 119,00X 12,00 ","40,327 ",
3064,"RASPADOR TIPO D  112,00 X 120,00 X 5,00 ","11,597 ",
3067,"GAXETA  AG 2  138,00 X 147,00 X 12,00 ","50,409 ",
3068,"RASPADOR TIPO D  139,00 X 148,00 X 5,00 ","20,170 ",
3092,"RASPADOR TIPO RP-25  46,80 X 57,15 X 5,30 ","12,089 ",
3119,"RASPADOR TIPO D  171,45 X 184,15 X 6,35 ","40,327 ",
31200375,GAXETA  3/8 X 1 X 5/16 ,"6,568 ",
31200437,GAXETA  7/16 X 1.1/16 X 5/16 ,"6,568 ",
31200500,GAXETA  1/2 X 1.1/8 X 5/16 ,"5,677 ",
31200562,GAXETA  9/16 X 1.3/16 X 5/16 ,"7,119 ",
31200625,GAXETA  5/8 X 1.1/4 X 5/16 ,"6,556 ",
31200625-500,GAXETA  5/8 X 1.1/4 X 1/2 ,"11,095 ",
31200687,GAXETA  11/16 X 1.5/16 X 5/16 ,"7,251 ",
31200750,GAXETA  3/4 X 1.3/8 X 5/16 ,"7,059 ",
31200750-500,GAXETA  3/4 X 1.3/8 X 1/2 ,"12,398 ",
31200875,GAXETA  7/8 X 1.1/2 X 5/16 ,"8,064 ",
31200875-500,GAXETA  7/8 X 1.1/2 X 1/2 ,"13,765 ",
31200937,GAXETA  15/16 X 1.9/16 X 5/16 ,"6,973 ",
31201000,GAXETA  1 X 1.5/8 X 5/16 ,"8,568 ",
31201000-500,GAXETA  1 X 1.5/8 X 1/2 ,"15,121 ",
31201062,GAXETA  1.1/16 X 1.11/16 X 5/16 ,"8,090 ",
31201125,GAXETA  1.1/8 X 1.3/4 X 5/16 ,"7,059 ",
31201125-500,GAXETA  1.1/8 X 1.3/4 X 1/2 ,"15,630 ",
31201187,GAXETA  1.3/16 X 1.13/16 X 5/16 ,"9,980 ",
31201250,GAXETA  1.1/4 X 1.7/8 X 5/16 ,"10,087 ",
31201250-500,GAXETA  1.1/4 X 1.7/8 X 1/2 ,"15,878 ",
31201312,GAXETA  1.5/16 X 1.15/16 X 5/16 ,"10,734 ",
31201375,GAXETA  1.3/8 X 2 X 5/16 ,"11,095 ",
31201375-500,GAXETA  1.3/8 X 2 X 1/2 ,"16,134 ",
31201437,GAXETA  1.7/16 X 2.1/16 X 5/16 ,"11,628 ",
31201437-500,GAXETA  1.7/16 X 2 .1/16 X 1/2 ,"16,495 ",
31201500,GAXETA  1.1/2 X 2.1/8 X 5/16 ,"12,089 ",
31201500-500,GAXETA  1.1/2 X 2.1/8 X 1/2 ,"16,636 ",
31201625,GAXETA  1.5/8 X 2.1/4 X 5/16 ,"12,909 ",
31201625-500,GAXETA  1.5/8 X 2.1/4 X 1/2 ,"16,387 ",
31201750,GAXETA  1.3/4 X 2.3/8 X 5/16 ,"13,607 ",
31201750-500,GAXETA  1.3/4 X 2.3/8 X 1/2 ,"17,397 ",
31201875,GAXETA  1.7/8 X  2.1/2 X 5/16 ,"14,622 ",
31201875-500,GAXETA  1.7/8 X 2.1/2 X 1/2 ,"18,147 ",
31202000,GAXETA  2 X 2.5/8 X 5/16 ,"15,121 ",
31202000-500,GAXETA  2 X 2.5/8 X 1/2 ,"19,708 ",
31202125,GAXETA  2.1/8 X 2.3/4 X 5/16 ,"16,282 ",
31202125-375,GAXETA  2.1/8 X  2.3/4 X 3/8 ,"20,170 ",
31202125-500,GAXETA  2.1/8 X 2.3/4 X 1/2 ,"20,429 ",
31202250,GAXETA  2.1/4 X 2.7/8 X 5/16 ,"17,140 ",
31202250-500,GAXETA2.1/4 X 2.7/8 X 1/2 ,"20,170 ",
31202375,GAXETA  2.3/8 X 3 X 5/16 ,"17,642 ",
31202375-500,GAXETA  2.3/8 X 3 X 1/2 ,"21,176 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
31202500,GAXETA  2.1/2 X 3.1/8 X 5/16 ,"18,654 ",
31202500-500,GAXETA2.1/2 X 3.1/8 X 1/2 ,"21,937 ",
31202625,GAXETA  2.5/8 X 3.1/4 X 5/16 ,"19,665 ",
31202625-500,GAXETA  2.5/8 X 3.1/4 X 1/2 ,"22,236 ",
31202750,GAXETA  2.3/4 X 3.3/8 X 5/16 ,"20,170 ",
31202750-500,GAXETA  2.3/4 X 3.3/8 X 1/2 ,"23,448 ",
31202750-625,GAXETA  2.3/4 X 3.3/8 X 5/8 ,"27,103 ",
31202875,GAXETA  2.7/8 X 3.1/2 X 5/16 ,"21,176 ",
31202875-500,GAXETA  2.7/8 X 3.1/2 X 1/2 ,"24,347 ",
31203000,GAXETA  3  X 3.5/8 X 5/16 ,"22,177 ",
31203000-500,GAXETA  3 X 3.5/8 X 1/2 ,"25,206 ",
31203125,GAXETA  3.1/8 X 3.3/4 X 5/16 ,"23,188 ",
31203125-500,GAXETA  3.1/8 X 3.3/4 X 1/2 ,"29,233 ",
31203250,GAXETA  3.1/4 X 3.7/8 X 5/16 ,"23,692 ",
31203250-326,GAXETA  3.1/4 X 3.7/8 X 21/64 ,"28,471 ",
31203250-500,GAXETA3.1/4 X 3.7/8 X 1/2 ,"30,091 ",
31203375,GAXETA  3.3/8 X 4 X 5/16 ,"25,206 ",
31203375-375,GAXETA  3.3/8 X 4 X 3/8 ,"30,652 ",
31203375-500,GAXETA  3.3/8 X 4 X 1/2 ,"31,107 ",
31203500,GAXETA  3.1/2 X 4.1/8 X 5/16 ,"25,710 ",
31203500-500,GAXETA3.1/2 X 4.1/8 X 1/2 ,"31,403 ",
31203625,GAXETA  3.5/8 X 4.1/4 X 5/16 ,"28,692 ",
31203625-500,GAXETA3.5/8 X 4.1/4 X 1/2 ,"31,759 ",
31203750,GAXETA  3.3/4 X 4.3/8 X 5/16 ,"28,234 ",
31203750-500,GAXETA  3.3/4 X 4.3/8 X 1/2 ,"31,955 ",
31203875,GAXETA  3.7/8 X 4.1/2 X 5/16 ,"29,233 ",
31203875-500,GAXETA  3.7/8 X 4.1/2 X 1/2 ,"33,268 ",
31204000,GAXETA  4 X 4.5/8 X 5/16 ,"30,248 ",
31204000-562,GAXETA4 X 4.5/8 X 9/16 ,"38,819 ",
31204125,GAXETA  4.1/8 X 4.3/4 X 5/16 ,"30,741 ",
31204125-562,GAXETA4.1/8 X 4.3/4 X 9/16 ,"39,830 ",
31204125-625,GAXETA  4.1/8 X 4.3/4 X 5/8 ,"39,558 ",
31204250,GAXETA  4.1/4 X 4.7/8 X 5/16 ,"31,759 ",
31204250-562,GAXETA  4.1/4 X 4.7/8 X 9/16 ,"40,327 ",
31204250-625,GAXETA 4 1/4 X 4 7/8 X 5/8 ,"40,351 ",
31204375,GAXETA  4.3/8 X 5 X 5/16 ,"32,771 ",
31204375-500,GAXETA  4.3/8 X 5  X 1/2 ,"39,830 ",
31204375-562,GAXETA  4.3/8 X 5 X 9/16 ,"49,763 ",
31204375-625,GAXETA  4.3/8 X 5 X 5/8 ,"49,763 ",
31204500,GAXETA  4.1/2 X 5.1/8 X 5/16 ,"33,774 ",
31204500-625,GAXETA  4.1/2 X 5.1/8 X 5/8 ,"55,453 ",
31204625-625,GAXETA  4.5/8 X 5.1/4 X 5/8 ,"60,500 ",
31204750,GAXETA  4.3/4 X 5.3/8 X 5/16 ,"35,602 ",
31204750-625,GAXETA  4.3/4 X 5.3/8 X 5/8 ,"55,453 ",
31205000,GAXETA  5 X 5.5/8 X 5/16 ,"36,496 ",
31205000-625,GAXETA  5 X 5.5/8 X 5/8 ,"60,500 ",
31205125,GAXETA  5.1/8 X 5.3/4 X 5/16 ,"36,988 ",
31205250,GAXETA  5.1/4 X 5.7/8 X 5/16 ,"37,808 ",
31205250-625,GAXETA 5.1/4 X 5.7/8 X 5/8 ,"80,646 ",
31205375,GAXETA  5.3/8 X 6 X 5/16 ,"42,856 ",
31205375-625,GAXETA  5.3/8 X 6 X 5/8 ,"58,524 ",
31205500,GAXETA  5.1/2 X 6.1/8 X 5/16 ,"45,373 ",
31205625,GAXETA  5.5/8 X 6.1/4 X 5/16 ,"48,069 ",
31205750,GAXETA  5.3/4 X 6.3/8 X 5/16 ,"51,902 ",
31205750-625,GAXETA  5.3/4 X 6.3/8 X 5/8 ,"90,741 ",
31205875,GAXETA  5.7/8 X 6.1/2 X 5/16 ,"55,710 ",
31206250,GAXETA  6.1/4 X 6.7/8 X 5/16 ,"71,975 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
31206500,GAXETA  6.1/2 X 7.1/8 X 5/16 ,"72,792 ",
31206500-625,GAXETA  6.1/2 X 7.1/8 X 5/8 ,"60,500 ",
31206750-625,GAXETA6.3/4 X 7.3/8 X 5/8 ,"75,616 ",
31207250,GAXETA  7.1/4 X 7.7/8 X 5/16 ,"81,831 ",
31207500-625,GAXETA  7.1/2 X 8.1/8 X 5/8 ,"85,703 ",
31208000,GAXETA  8 X 8.5/8 X 5/16 ,"62,787 ",
31209125-625,GAXETA  9.1/8 X 9.3/4 X 5/8 ,"141,152 ",
3133,"RASPADOR TIPO D  143,00 X 153,00 X 5,00 ","25,206 ",
3134,"RASPADOR TIPO D  165,00 X 175,00 X 5,00 ","35,292 ",
3137,"RASPADOR TIPO D  187,32 X 196,85 X 5,00 ","45,373 ",
3144,"RASPADOR TIPO D  110,00 X 122,00 X 6,00 ","16,134 ",
3176,"GAX. AG11 85,00 X 101,60 X 6,00 C/ARR.ANTI-EXTRUSA","47,385 ",
3181,"GAXETA  AG 6  63,50 X 83,00 X 12,00 ","28,234 ",
3184,"RASPADOR TIPO D  127,00 X 139,00 X 3,50 ","14,114 ",
3187,"GAX. AG11 95,25 X 111,12 X 6,35 C/ARR.ANTI-EXTRUSA","30,618 ",
3193,"GAX. AG11 80,00 X 96,00 X 6,35 C/ARR.ANTI-EXTRUSAPOC","29,934 ",
3200,"GAX. AG13 57,10 X 75,00 X 5,50 C/ARR.ANTI-EXTRUSAPOC","17,030 ",
3402,"GAX. AG10 70,00X90,0X11,50 C/ARR. ANTI-EXTRUSAO","56,010 ",
3471,"GAX. AG12 75,00 X 95,00 X 13,5 C/ARR.ANTI-EXTRUSAPOC","61,469 ",
3493,"GAXETA  AG 4  95,00 X 110,00 X 10,00 ","54,443 ",
3562,"GAXETA  AG 4  80,00 X 95,00 X 12,00 ","45,373 ",
3563,"GAXETA  AG 4  70,00 X 85,00 X 12,00 ","35,842 ",
3569,"GAXETA  AG 7  55,00 X 78,00 X 12,00 ","14,114 ",
3592,"RASPADOR TIPO D  60,00 X 70,60 X 5,50 ","9,577 ",
3593,"RASPADOR TIPO D  78,00 X 88,60 X 5,50 ","12,609 ",
3594,"RASPADOR TIPO D  99,00 X 109,60 X 5,50 ","14,114 ",
3595,"RASPADOR TIPO D  120,00 X 130,60 X 5,50 ","17,642 ",
3596,"RASPADOR TIPO D  141,00 X 151,60 X 5,50 ","24,702 ",
3597,"RASPADOR TIPO D  162,00 X 172,60 X 5,50 ","34,299 ",
3598,"RASPADOR TIPO D  183,00 X 193,60 X 5,50 ","42,856 ",
3599,"RASPADOR TIPO D  207,00 X 217,60 X 5,50 ","52,933 ",
3600,"RASPADOR TIPO D  231,00 X 241,60 X 5,50 ","55,453 ",
3601,"GAXETA  AG 4  60,00 X 70,00 X 15,00 ","35,292 ",
3602,"GAXETA  AG 4  78,00 X 88,00 X 15,00 ","50,409 ",
3603,"GAXETA  AG 4  99,00 X 109,00 X 15,00 ","64,020 ",
3604,"GAXETA  AG 4  120,00 X 130,00 X 15,00 ","77,132 ",
3605,"GAXETA  AG 4  141,00 X 151,00 X 15,00 ","89,730 ",
3606,"GAXETA  AG 4  162,00 X 172,00 X 15,00 ","103,340 ",
3607,"GAXETA  AG 4  183,00 X 193,00 X 15,00 ","115,957 ",
3608,"GAXETA  AG 4  207,00 X 217,00 X 15,00 ","126,032 ",
3609,"GAXETA  AG 4  231,00 X 241,00 X 15,00 ","156,275 ",
3618,"GAXETA  AG 4  212,00 X 222,00 X 13,00 ","115,957 ",
3619,"RASPADOR TIPO E  212,00 X 225,00 X 6,60 ","97,796 ",
3620,"RASPADOR TIPO E  80,00 X 93,00 X 6,60 ","36,301 ",
3621,"RASPADOR TIPO E  100,00 X 111,00 X 6,60 ","40,327 ",
3622,"RASPADOR TIPO E  118,00 X 130,00 X 6,60 ","50,409 ",
3623,"RASPADOR TIPO E  138,00 X 151,00 X 6,60 ","59,481 ",
3624,"RASPADOR TIPO E 160,00 X 173,00 X 6,60 ","68,565 ",
3625,"RASPADOR TIPO E 185,00 X 198,00 X 6,60 ","87,712 ",
3626,"GAXETA  AG 4  185,00 X 195,00 X 13,00 ","100,827 ",
3628,"GAXETA  AG 4  80,00 X 90,00 X 10,00 ","35,292 ",
3629,"GAXETA  AG 4  100,00 X 108,00 X 11,70 ","42,856 ",
3630,"GAXETA  AG 4  118,00 X 126,00 X 11,70 ","48,396 ",
3631,"GAXETA  AG 4  138,00 X 146,00 X 11,70 ","56,972 ",
3632,"GAXETA  AG 4  160,00 X 170,00 X 13,00 ","88,222 ",
3641,"GAXETA  AG 4  45,00 X 55,00 X 7,00 ","8,064 ",
3642,"GAXETA  AG 4  70,00 X 83,00 X 10,00 ","25,206 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
3643,"GAXETA  AG 4  80,00 X 93,00 X 10,00 ","45,373 ",
3681,"GAX. AG13 80,00 X 95,10 X 5,90 C/ARR.ANTI-EXTRUSAPOC","31,946 ",
3682,"GAX. AG13 85,00 X 101,00 X 6,00 C/ARR.ANTI-EXTRUSPAC","31,254 ",
3683,"GAX. AG13 88,90 X 105,80 X 6,35 C/ARR.ANTI-EXTRUSPAC","38,959 ",
3684,"GAXETA  AG 4  88,90 X 101,60 X 10,00 ","36,803 ",
37500500,GAXETA 1/2 X 1 1/4 X 3/8 ,"6,685 ",
37500562,GAXETA  9/16 X 1.5/16 X 3/8 ,"6,695 ",
37500625,GAXETA  5/8 X 1.3/8 X 3/8 ,"7,563 ",
37500625-625,GAXETA  5/8 X 1.3/8 X 5/8 ,"11,597 ",
37500750,GAXETA  3/4 X 1.1/2 X 3/8 ,"8,416 ",
37500875,GAXETA  7/8 X 1.5/8 X 3/8 ,"9,626 ",
37500875-625,GAXETA  7/8 X 1.5/8 X 5/8 ,"14,622 ",
37501000,GAXETA  1 X 1.3/4 X 3/8 ,"10,530 ",
37501000-625,GAXETA  1 X 1.3/4 X 5/8 ,"15,630 ",
37501062,GAXETA  1.1/16 X 1.13/16 X 3/8 ,"11,393 ",
37501125,GAXETA  1.1/8 X 1.7/8 X 3/8 ,"11,393 ",
37501125-625,GAXETA  1.1/8 X 1.7/8 X 5/8 ,"16,282 ",
37501187,GAXETA  1.3/16 X 1.15/16 X 3/8 ,"12,066 ",
37501250,GAXETA  1.1/4 X 2 X 3/8 ,"12,309 ",
37501250-625,GAXETA  1.1/4 X 2 X 5/8 ,"17,140 ",
37501375,GAXETA  1.3/8 X  2.1/8 X 3/8 ,"13,203 ",
37501375-625,GAXETA1.3/8 X 2.1/8 X  5/8 ,"19,157 ",
37501500,GAXETA  1.1/2 X 2.1/4 X 3/8 ,"19,665 ",
37501500-625,GAXETA  1.1/2 X 2.1/4 X 5/8 ,"20,170 ",
37501625,GAXETA  1.5/8 X 2.3/8 X 3/8 ,"15,121 ",
37501625-625,GAXETA  1.5/8 X 2.3/8 X 5/8 ,"21,677 ",
37501750,GAXETA  1.3/4 X 2.1/2 X 3/8 ,"16,337 ",
37501750-625,GAXETA  1.3/4 X 2.1/2 X 5/8 ,"23,188 ",
37501875,GAXETA  1.7/8 X 2.5/8 X 3/8 ,"17,140 ",
37501875-625,GAXETA  1.7/8 X 2.5/8 X 5/8 ,"24,201 ",
37502000,GAXETA  2 X  2.3/4 X 3/8 ,"17,943 ",
37502000-625,GAXETA  2 X 2.3/4 X 5/8 ,"25,206 ",
37502125,GAXETA  2.1/8 X 2.7/8 X 3/8 ,"18,854 ",
37502125-625,GAXETA2.1/8 X 2.7/8 X 5/8 ,"27,224 ",
37502250,GAXETA  2.1/4 X 3 X 3/8 ,"19,708 ",
37502250-375,GAXETA  2.1/4 X 3 X 3/8 ,"23,394 ",
37502250-625,GAXETA  2.1/4 X 3 X 5/8 ,"27,723 ",
37502375,GAXETA  2.3/8 X 3.1/8 X 3/8 ,"20,919 ",
37502375-375,GAXETA  2.3/8 X 3.1/8 X 3/8 ,"19,445 ",
37502375-625,GAXETA  2.3/8 X 3.1/8 X 5/8 ,"29,233 ",
37502500,GAXETA  2.1/2 X 3.1/4 X 3/8 ,"21,831 ",
37502500-375,GAXETA2.1/2 X 3.1/4 X 3/8 ,"20,170 ",
37502500-625,GAXETA2.1/2 X 3.1/4 X 5/8 ,"30,248 ",
37502625,GAXETA  2.5/8 X 3.3/8 X 3/8 ,"22,688 ",
37502625-625,GAXETA  2.5/8 X 3.3/8 X 5/8 ,"32,771 ",
37502750,GAXETA  2.3/4 X 3.1/2 X 3/8 ,"23,590 ",
37502750-625,GAXETA2.3/4 X 3.1/2 X 5/8 ,"32,771 ",
37502875,GAXETA  2.7/8 X 3.5/8 X 3/8 ,"24,501 ",
37502875-625,GAXETA  2.7/8 X 3.5/8 X 5/8 ,"35,292 ",
37503000,GAXETA  3 X 3.3/4 X 3/8 ,"25,206 ",
37503000-500,GAXETA  3 X 3.3/4 X 1/2 ,"30,248 ",
37503000-625,GAXETA  3 X 3.3/4 X 5/8 ,"36,803 ",
37503125,GAXETA  3.1/8 X 3.7/8 X 3/8 ,"26,268 ",
37503125-625,GAXETA3.1/8 X 3.7/8 X 5/8 ,"38,318 ",
37503187,GAXETA  3.3/16 X 3.15/16 X 3/8 ,"26,492 ",
37503250,GAXETA  3.1/4 X 4 X 3/8 ,"27,171 ",
37503250-625,GAXETA  3.1/4 X 4 X 5/8 ,"40,327 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
37503375,GAXETA  3.3/8 X 4.1/8 X 3/8 ,"27,723 ",
37503375-625,GAXETA  3.3/8 X 4.1/8 X 5/8 ,"41,840 ",
37503500,GAXETA  3.1/2 X 4.1/4 X 3/8 ,"28,939 ",
37503500-625,GAXETA3.1/2 X 4.1/4 X 5/8 ,"42,856 ",
37503625,GAXETA  3.5/8 X 4.3/8 X 3/8 ,"29,991 ",
37503625-562,GAXETA  3.5/8 X 4.3/8 X 9/16 ,"37,587 ",
37503625-590,GAXETA  3.5/8 X 4.3/8 X 19/32 ,"42,856 ",
37503625-625,GAXETA  3.5/8 X 4.3/8 X 5/8 ,"45,373 ",
37503750,GAXETA  3.3/4 X 4.1/2 X 3/8 ,"31,001 ",
37503750-500,GAXETA3.3/4 X 4.1/2 X 1/2 ,"47,890 ",
37503750-625,GAXETA3.3/4 X 4.1/2 X 5/8 ,"47,890 ",
37503875,GAXETA  3.7/8 X 4.5/8 X 3/8 ,"34,432 ",
37503875-625,GAXETA  3.7/8 X 4.5/8 X 5/8 ,"51,248 ",
37504000,GAXETA  4 X 4.3/4 X 3/8 ,"36,899 ",
37504000-375,GAXETA  4 X 4.3/4 X 3/8 ,"35,292 ",
37504000-625,GAXETA  4  X 4.3/4 X 5/8 ,"53,436 ",
37504125,GAXETA  4.1/8 X 4.7/8 X 3/8 ,"37,914 ",
37504125-625,GAXETA4.1/8 X 4.7/8 X 5/8 ,"55,453 ",
37504250,GAXETA  4.1/4 X 5 X 3/8 ,"39,322 ",
37504250-562,GAXETA  4.1/4 X 5 X 9/16 ,"49,321 ",
37504250-625,GAXETA  4.1/4 X 5 X 5/8 ,"58,327 ",
37504250-625 DEEP,GAXETA  4.1/4 X 5 X 5/8 DEEP ,"58,327 ",
37504375,GAXETA  4.3/8 X 5.1/8 X 3/8 ,"40,327 ",
37504375-625,GAXETA  4.3/8 X 5.1/8 X 5/8 ,"65,537 ",
37504500,GAXETA  4.1/2 X 5.1/4 X 3/8 ,"45,373 ",
37504500-625,GAXETA  4.1/2 X 5.1/4 X 5/8 ,"63,521 ",
37504625,GAXETA  4.5/8 X 5.3/8 X 3/8 ,"47,388 ",
37504750,GAXETA  4.3/4 X 5.1/2 X 3/8 ,"49,401 ",
37504750-625,GAXETA  4.3/4 X 5.1/2 X 5/8 ,"65,537 ",
37504875,GAXETA  4.7/8 X 5.5/8 X 3/8 ,"50,161 ",
37504875-625,GAXETA 4.7/8 X 5.5/8 X 5/8 ,"59,761 ",
37505000,GAXETA  5 X 5.3/4 X 3/8 ,"50,915 ",
37505000-375,GAXETA  5 X 5.3/4 X 3/8 ,"64,853 ",
37505000-625,GAXETA  5 X 5.3/4 X 5/8 ,"68,055 ",
37505125,GAXETA  5.1/8 X 5.7/8 X 3/8 ,"60,500 ",
37505125-625,GAXETA5.1/8 X 5.7/8 X 5/8 ,"48,902 ",
37505250,GAXETA  5.1/4 X 6 X 3/8 ,"65,537 ",
37505250-625,GAXETA  5.1/4 X 6 X 5/8 ,"80,656 ",
37505375,GAXETA  5.3/8 X 6.1/8 X 3/8 ,"62,787 ",
37505375-625,GAXETA  5.3/8 X 6.1/8 X 5/8 ,"78,490 ",
37505500,GAXETA  5.1/2 X 6.1/4 X 3/8 ,"68,055 ",
37505500-625,GAXETA5.1/2 X 6.1/4 X 5/8 ,"84,180 ",
37505625-625,GAXETA  5.5/8 X 6.3/8 X 5/8 ,"88,222 ",
37505750,GAXETA  5.3/4 X 6.1/2 X 3/8 ,"76,560 ",
37505750-625,GAXETA  5.3/4 X 6.1/2 X 5/8 ,"90,741 ",
37506000,GAXETA  6 X 6.3/4 X 3/8 ,"75,616 ",
37506000-375,GAXETA  6 X 6.3/4 X 3/8 ,"76,054 ",
37506000-625,GAXETA  6 X 6.3/4 X 5/8 ,"100,827 ",
37506000-750,GAXETA  6 X 6.3/4 X 3/4 ,"110,910 ",
37506250,GAXETA  6.1/4 X 7 X 3/8 ,"69,763 ",
37506250-625,GAXETA  6.1/4 X 7 X 5/8 ,"106,673 ",
37506375-625,GAXETA  6.3/8 X 7.1/8 X 5/8 ,"110,910 ",
37506500,GAXETA  6.1/2 X 7.1/4 X 3/8 ,"80,656 ",
37506500-625,GAXETA  6.1/2 X 7.1/4 X 5/8 ,"115,957 ",
37506750,GAXETA  6.3/4 X 7.1/2 X 3/8 ,"86,307 ",
37506750-625,GAXETA  6.3/4 X 7.1/2 X 5/8 ,"120,983 ",
37507000,GAXETA  7 X 7.3/4 X 3/8 ,"90,741 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
37507000-625,GAXETA  7 X 7.3/4 X 5/8 ,"126,032 ",
37507250,GAXETA  7.1/4 X 8 X 3/8 ,"100,827 ",
37507250-625,GAXETA  7.1/4 X 8 X 5/8 ,"132,128 ",
37507500,GAXETA 7.1/2 X 8.1/4 X 3/8 ,"104,168 ",
37507500-625,GAXETA  7.1/2 X 8.1/4 X 5/8 ,"136,924 ",
37507750-625,GAXETA  7.3/4 X 8.1/2 X 5/8 ,"141,152 ",
37508000-625,GAXETA  8 X 8.3/4 X 5/8 ,"145,187 ",
37508250,GAXETA  8.1/4 X 9 X 3/8 ,"110,910 ",
37508250-625,GAXETA  8.1/4 X 9 X 5/8 ,"149,217 ",
37508500,GAXETA  8.1/2 X 9.1/4 X 3/8 ,"103,300 ",
37508500-625,GAXETA  8.1/2 X 9.1/4 X 5/8 ,"188,520 ",
37508750-625,GAXETA  8.3/4 X 9.1/2 X 5/8 ,"133,366 ",
37509000-625,GAXETA  9 X 9.3/4 X 5/8 ,"138,090 ",
37509250-625,GAXETA  9.1/4 X 10 X 5/8 ,"166,360 ",
37509500,GAXETA  9.1/2 X 10.1/4 X 3/8 ,"120,983 ",
37509500-625,GAXETA  9.1/2 X 10.1/4 X 5/8 ,"171,403 ",
37509750-625,GAXETA  9.3/4 X 10.1/2 X 5/8 ,"176,447 ",
37509750-750,GAXETA  9.3/4 X 10.1/2 X 3/4 ,"180,715 ",
37510000-625,GAXETA  10 X 10.3/4 X 5/8 ,"186,619 ",
37512375,GAXETA  12.3/8 X 13.1/8 X 3/8 ,"126,032 ",
3753,"GAXETA  AG 4  70,00 X 83,00 X 13,00 ","32,260 ",
3777,"GAXETA  AG 4  95,00 X 110,00 X 9,20 ","50,409 ",
3850,"GAX. AG12 80,00 X 88,00 X 9,00 C/ARR.ANTI-EXTRUSAPOC","50,256 ",
3863,"GAX. AG13 64,00 X 81,00 X 5,00 C/ARR.ANTI-EXTRUSAPOC","25,367 ",
3864,"GAXETA  AG 2  32,00 X 50,00 X 10,00 ","18,147 ",
3881,"GAXETA  AG 5  45,00 X 53,00 X 6,00 ","14,114 ",
3882,"RASPADOR TIPO D  45,00 X 53,10 X 3,00 ","5,036 ",
4058,"GAXETA  AG 7  180,98 X 206,38 X 12,70 ","66,287 ",
4076,"GAXETA  AG22  95,00 X 110,00 X 13,00 ","43,067 ",
4127,"GAXETA  AG 6  165,00 X 181,00 X 16,50 ","70,342 ",
4170,"GAXETA  AG 7  152,40 X 177,80 X 12,00 ","86,132 ",
4181,"GAXETA  AG 4  207,00 X 217,00 X 13,50 ","74,900 ",
4182,"GAXETA  AG 4  78,00 X  88,00 X 13,50 ","31,281 ",
4183,"GAXETA  AG 4  100,00 X 110,00 X 13,50 ","37,070 ",
4184,"GAXETA  AG 4  120,00 X 130,00 X 13,50 ","45,472 ",
4185,"GAXETA  AG 4  140,00 X 150,00 X 13,50 ","49,523 ",
4186,"GAXETA  AG 4  164,00 X 174,00 X 13,50 ","60,239 ",
4187,"GAXETA  AG 4  183,00 X 193,00 X 13,50 ","68,349 ",
4189,"RASPADOR TIPO E  79,00 X 89,00 X 5,00 ","22,879 ",
4190,"RASPADOR TIPO E  100,00 X 110,00 X 5,00 ","28,963 ",
4191,"RASPADOR TIPO E  120,00 X 130,00 X 5,00 ","34,755 ",
