Cod,Ref,Ø INT,ØEXT. ,H,Grupo Tipo ,Marca,NCM,cest,tributação,unidade,Preco,Alfanumérico
AG7009,,"57,35","72,85","6,35",,,,,,,#N/A,AG7009
4639,,"82,55","114,33","6,35",,,,,,,#N/A,4639
6535,,60,67,4,,,,,,,#N/A,6535
AG8392,,84,95,4,,,,,,,#N/A,AG8392
4462,,60,70,5,,,,,,,#N/A,4462
4461,,85,95,5,,,,,,,#N/A,4461
3478,,60,70,7,,,,,,,#N/A,3478
3483,,85,95,7,,,,,,,#N/A,3483
AX0112,,60,73,8,,,,,,,#N/A,AX0112
4892,,85,100,5,,,,,,,#N/A,4892
3820,,60,74,8,,,,,,,#N/A,3820
4863,,85,100,8,,,,,,,#N/A,4863
AG8470,,60,75,4,,,,,,,#N/A,AG8470
3515,,"88,9","101,6",8,,,,,,,#N/A,3515
4949,,60,75,5,,,,,,,#N/A,4949
4676,,"88,9","104,77","7,94",,,,,,,#N/A,4676
4955,,60,75,6,,,,,,,#N/A,4955
3679,,"88,9","104,77",8,,,,,,,#N/A,3679
1947,,60,75,"7,5",,,,,,,#N/A,1947
1364,,"88,9","114,3",13,,,,,,,#N/A,1364
1341,,"60,3","79,4","9,5",,,,,,,#N/A,1341
3544,,90,100,7,,,,,,,#N/A,3544
4915,,63,75,"7,9",,,,,,,#N/A,4915
4929,,90,104,8,,,,,,,#N/A,4929
1451,,"63,5","76,2",8,,,,,,,#N/A,1451
4451,,90,105,4,,,,,,,#N/A,4451
1827,,"63,5","77,8","9,5",,,,,,,#N/A,1827
3505,,90,105,6,,,,,,,#N/A,3505
1338,,"63,5","82,55",10,,,,,,,#N/A,1338
4988,,90,105,8,,,,,,,#N/A,4988
1983,,64,78,8,,,,,,,#N/A,1983
4911,,90,106,8,,,,,,,#N/A,4911
3479,,65,75,7,,,,,,,#N/A,3479
4995,,90,110,8,,,,,,,#N/A,4995
4363,,65,79,7,,,,,,,#N/A,4363
1925,,90,110,10,,,,,,,#N/A,1925
4331,,65,80,5,,,,,,,#N/A,4331
4974,,95,110,8,,,,,,,#N/A,4974
4914,,65,80,"7,5",,,,,,,#N/A,4914
1686,,"95,25","111,12","7,94",,,,,,,#N/A,1686
AX0092,,65,85,5,,,,,,,#N/A,AX0092
3190,,96,109,8,,,,,,,#N/A,3190
4643,,"69,47","82,55",8,,,,,,,#N/A,4643
1511,,100,110,7,,,,,,,#N/A,1511
1347,,"69,8","82,55",8,,,,,,,#N/A,1347
AG7783,,100,115,8,,,,,,,#N/A,AG7783
AX0149,,"69,85","88,9","6,35",,,,,,,#N/A,AX0149
4965,,100,116,8,,,,,,,#N/A,4965
1842,,"69,85","95,25","9,53",,,,,,,#N/A,1842
4811,,100,120,10,,,,,,,#N/A,4811
4930,,70,80,4,,,,,,,#N/A,4930
4611,,"101,6","117,47","7,94",,,,,,,#N/A,4611
3504,,70,80,"5,5",,,,,,,#N/A,3504
4986,,103,116,4,,,,,,,#N/A,4986
1803,,70,80,7,,,,,,,#N/A,1803
4942,,"109,85",130,8,,,,,,,#N/A,4942
3480,,70,80,7,,,,,,,#N/A,3480
4928,,110,120,7,,,,,,,#N/A,4928
4896,,70,"83,5",6,,,,,,,#N/A,4896
4927,,110,125,8,,,,,,,#N/A,4927
AG7052,,70,85,5,,,,,,,#N/A,AG7052
AG7784,,120,"130,17",7,,,,,,,#N/A,AG7784
1717,,70,85,7,,,,,,,#N/A,1717
AG7784,,120,"130,17",7,,,,,,,#N/A,AG7784
1917,,71,86,5,,,,,,,#N/A,1917
4948,,120,150,12,,,,,,,#N/A,4948
3685,,125,138,4,,,,,,,#N/A,3685
3284,,125,140,7,,,,,,,#N/A,3284
3509,,"136,5","152,4","5,5",,,,,,,#N/A,3509
4975,,140,160,8,,,,,,,#N/A,4975
4976,,150,180,8,,,,,,,#N/A,4976
3506,,190,210,10,,,,,,,#N/A,3506
AG7676,,10,16,,,,,,,,#N/A,AG7676
4785,,100,116,8,,,,,,,#N/A,4785
AG7579,,10,16,,,,,,,,#N/A,AG7579
4339,,110,120,7,,,,,,,#N/A,4339
5633,,15,25,,,,,,,,#N/A,5633
AG8093,,110,126,9,,,,,,,#N/A,AG8093
9718,,16,22,,,,,,,,#N/A,9718
3241,,125,140,9,,,,,,,#N/A,3241
AG7580,,16,26,,,,,,,,#N/A,AG7580
3145,,140,155,9,,,,,,,#N/A,3145
9719,,18,28,,,,,,,,#N/A,9719
3242,,150,165,9,,,,,,,#N/A,3242
AG7157,,18,"32,3","6,8",,,,,,,#N/A,AG7157
AG7578,,22,28,5,,,,,,,#N/A,AG7578
9278,,"22,2","31,8","4,8",,,,,,,#N/A,9278
AG7671,,25,35,5,,,,,,,#N/A,AG7671
AG7467,,25,35,7,,,,,,,#N/A,AG7467
6164,,32,42,7,,,,,,,#N/A,6164
9826,,35,45,7,,,,,,,#N/A,9826
AG8243,,38,48,7,,,,,,,#N/A,AG8243
4493,,38,53,5,,,,,,,#N/A,4493
1523,,40,50,"6,5",,,,,,,#N/A,1523
3395,,40,52,7,,,,,,,#N/A,3395
1529,,45,55,7,,,,,,,#N/A,1529
AG7471,,45,57,7,,,,,,,#N/A,AG7471
1545,,47,"57,15",7,,,,,,,#N/A,1545
3396,,50,62,7,,,,,,,#N/A,3396
1520,,50,65,7,,,,,,,#N/A,1520
4913,,55,65,5,,,,,,,#N/A,4913
1540,,55,66,"7,5",,,,,,,#N/A,1540
6196,,"55,6","65,1","7,5",,,,,,,#N/A,6196
1656,,56,70,8,,,,,,,#N/A,1656
3886,,57,70,5,,,,,,,#N/A,3886
4946,,"57,15",73,"6,35",,,,,,,#N/A,4946
1509,,60,70,"7,5",,,,,,,#N/A,1509
3397,,63,77,8,,,,,,,#N/A,3397
6123,,65,75,7,,,,,,,#N/A,6123
3540,,70,80,7,,,,,,,#N/A,3540
1919,,70,80,7,,,,,,,#N/A,1919
AG8018,,75,83,7,,,,,,,#N/A,AG8018
4784,,75,90,5,,,,,,,#N/A,4784
3541,,80,90,7,,,,,,,#N/A,3541
3341,,80,94,8,,,,,,,#N/A,3341
3115,,84,99,8,,,,,,,#N/A,3115
1525,,"84,1","95,25",7,,,,,,,#N/A,1525
3417,,85,99,8,,,,,,,#N/A,3417
3401,,90,100,7,,,,,,,#N/A,3401
3543,,90,100,"7,5",,,,,,,#N/A,3543
3362,,90,104,8,,,,,,,#N/A,3362
TCS0133,,"17,8","32,15","5,5",,,,,,,#N/A,TCS0133
6194,,35,45,"6,5",,,,,,,#N/A,6194
6195,,35,47,"6,5",,,,,,,#N/A,6195
AG8431,,40,54,8,,,,,,,#N/A,AG8431
3014,,46,57,7,,,,,,,#N/A,3014
1508,,50,60,7,,,,,,,#N/A,1508
6144,,50,62,7,,,,,,,#N/A,6144
AG8381,,50,64,8,,,,,,,#N/A,AG8381
AG7767,,55,67,"6,5",,,,,,,#N/A,AG7767
3013,,55,69,8,,,,,,,#N/A,3013
AG7366,,56,68,7,,,,,,,#N/A,AG7366
AG7380,,63,75,7,,,,,,,#N/A,AG7380
AG7814,,65,79,8,,,,,,,#N/A,AG7814
3015,,66,79,8,,,,,,,#N/A,3015
3051,,70,84,8,,,,,,,#N/A,3051
3046,,75,89,8,,,,,,,#N/A,3046
3052,,80,94,8,,,,,,,#N/A,3052
4408,,85,99,8,,,,,,,#N/A,4408
3491,,95,109,8,,,,,,,#N/A,3491
3368,,100,114,8,,,,,,,#N/A,3368
4839,,112,124,7,,,,,,,#N/A,4839
4479,,50,"68,25",11,,,,,,,#N/A,4479
4862,,65,80,6,,,,,,,#N/A,4862
1335,,"69,85","95,25",14,,,,,,,#N/A,1335
4861,,70,85,6,,,,,,,#N/A,4861
4846,,70,"90,5",14,,,,,,,#N/A,4846
4242,,"76,2","101,6",14,,,,,,,#N/A,4242
4860,,80,95,6,,,,,,,#N/A,4860
1357,,"82,55","107,95","14,5",,,,,,,#N/A,1357
4699,,210,237,16,,,,,,,#N/A,4699
4887,,"44,45","57,15","6,35",,,,,,,#N/A,4887
4810,,70,85,8,,,,,,,#N/A,4810
4809,,80,95,8,,,,,,,#N/A,4809
4973,,90,106,8,,,,,,,#N/A,4973
4944,,100,116,8,,,,,,,#N/A,4944
4890,,110,130,8,,,,,,,#N/A,4890
4862,,65,80,6,,,,,,,#N/A,4862
4918,,65,85,6,,,,,,,#N/A,4918
4861,,70,85,6,,,,,,,#N/A,4861
4926,,70,85,8,,,,,,,#N/A,4926
4917,,75,95,7,,,,,,,#N/A,4917
4873,,"79,9",95,"10,7",,,,,,,#N/A,4873
4860,,80,95,6,,,,,,,#N/A,4860
4967,,80,95,"7,5",,,,,,,#N/A,4967
4912,,80,100,6,,,,,,,#N/A,4912
4978,,90,105,5,,,,,,,#N/A,4978
4979,,95,110,5,,,,,,,#N/A,4979
4980,,100,115,5,,,,,,,#N/A,4980
4981,,105,120,5,,,,,,,#N/A,4981
4982,,110,125,5,,,,,,,#N/A,4982
4987,,110,130,10,,,,,,,#N/A,4987
4983,,115,130,5,,,,,,,#N/A,4983
4984,,120,135,5,,,,,,,#N/A,4984
8053PM,,18,"23,5","3,8",,,,,,,#N/A,8053PM
8054PM,,32,39,"4,5",,,,,,,#N/A,8054PM
9171PM,,75,85,6,,,,,,,#N/A,9171PM
5309PM,D0875PM,7/8,1 1/4,3/16,,,,,,,#N/A,5309PM
5260PM,D1000PM,1,1 3/8,3/16,,,,,,,#N/A,5260PM
1072PM,D1250PM,1 1/4,1 5/8,3/16,,,,,,,#N/A,1072PM
5096PM,D1375PM,1 3/8,1 3/4,3/16,,,,,,,#N/A,5096PM
1085PM,D1500PM,1 1/2,1 7/8,3/16,,,,,,,#N/A,1085PM
1566PM,D1625PM,1 5/8,2,3/16,,,,,,,#N/A,1566PM
1082PM,D1750PM,1 3/4,2 1/8,3/16,,,,,,,#N/A,1082PM
1086PM,D2000PM,2,2 1/2,1/4,,,,,,,#N/A,1086PM
1087PM,D2500PM,2 1/2,3,1/4,,,,,,,#N/A,1087PM
1619PM,D2750PM,2 3/4,3 1/4,1/4,,,,,,,#N/A,1619PM
1089PM,D3000PM,3,3 1/2 1/4,,,,,,,,#N/A,1089PM
1992PM,D3500PM,3 1/2,4,1/4,,,,,,,#N/A,1992PM
7603PM,,18,26,"4,5",,,,,,,#N/A,7603PM
7619PM,,20,26,4,,,,,,,#N/A,7619PM
7604PM,,"31,5","39,5",5,,,,,,,#N/A,7604PM
7610PM,,35,43,5,,,,,,,#N/A,7610PM
8336PM,,35,47,"4,8",,,,,,,#N/A,8336PM
7602PM,,"35,5","43,5",4,,,,,,,#N/A,7602PM
8438PM,,40,48,6,,,,,,,#N/A,8438PM
8507PM,,40,"48,6","5,3",,,,,,,#N/A,8507PM
7617PM,,45,53,5,,,,,,,#N/A,7617PM
7958PM,,70,78,6,,,,,,,#N/A,7958PM
8509PM,,75,85,"5,3",,,,,,,#N/A,8509PM
8009PM,,"57,15","67,15",6,,,,,,,#N/A,8009PM
8126PM,,59,69,6,,,,,,,#N/A,8126PM
8030PM,,71,82,6,,,,,,,#N/A,8030PM
8010PM,,"76,2","86,2",6,,,,,,,#N/A,8010PM
8127PM,,"77,7","87,7",6,,,,,,,#N/A,8127PM
4464PM,,"90,9",101,"6,3",,,,,,,#N/A,4464PM
8011PM,,"95,25","105,25",6,,,,,,,#N/A,8011PM
8128PM,,"96,3","106,3",6,,,,,,,#N/A,8128PM
4465PM,,"109,9",120,"6,3",,,,,,,#N/A,4465PM
4853PM,,"114,3","124,3",6,,,,,,,#N/A,4853PM
4466PM,,"128,9",139,"6,3",,,,,,,#N/A,4466PM
4467PM,,"148,9",159,"6,3",,,,,,,#N/A,4467PM
4751PM,,167,178,6,,,,,,,#N/A,4751PM
4468PM,,"168,9","180,2",7,,,,,,,#N/A,4468PM
4752PM,,188,199,6,,,,,,,#N/A,4752PM
4469PM,,"190,9","202,2",7,,,,,,,#N/A,4469PM
4753PM,,210,221,6,,,,,,,#N/A,4753PM
4470PM,,"213,9",226,"7,5",,,,,,,#N/A,4470PM
6285,Z81006,6,10,"2,6",,,,,,,"3,39",6285
6284,Z81207,7,12,"2,6",,,,,,,"3,64",6284
6283,Z81610,10,16,"2,6",,,,,,,"3,90",6283
6282,Z82014,14,20,"2,6",,,,,,,"4,15",6282
6281,Z82519,19,25,"3,2",,,,,,,"4,49",6281
5833,Z83224,24,32,"3,5",,,,,,,"5,25",5833
AG7549,Z83426,26,34,"3,5",,,,,,,"9,32",AG7549
3771,E44030,30,40,7,,,,,,,"6,77",3771
AG7553,Z84436,36,44,"3,5",,,,,,,"11,86",AG7553
5832,E45040,40,50,7,,,,,,,"7,63",5832
3772,E46353,53,63,7,,,,,,,"11,86",3772
3773,E48068,68,80,"8,5",,,,,,,"15,26",3773
3774,E4A088,88,100,"8,5",,,,,,,"16,94",3774
4124,Z8C505,105,125,"8,5",,,,,,,"38,13",4124
9904,CWU 032  13,"23,2",32,"5,5",,,,,,,#N/A,9904
9903,CWU 040  13,30,40,"6,5",,,,,,,#N/A,9903
9902,CWU 050  13,40,50,"6,5",,,,,,,#N/A,9902
6816,CWU 062  13,48,62,8,,,,,,,#N/A,6816
9900,CWU 063  13,"52,5",63,"6,5",,,,,,,#N/A,9900
AG7065,CWU 080  13,70,80,"6,5",,,,,,,#N/A,AG7065
AG7064,CWU 100  13,"84,7",100,10,,,,,,,#N/A,AG7064
AG7066,CWU 125  13,"110,5",125,10,,,,,,,#N/A,AG7066
9793,,16,22,3,,,,,,,#N/A,9793
6914,,37,50,5,,,,,,,#N/A,6914
AG7093,,40,50,"4,5",,,,,,,#N/A,AG7093
6913,,"43,5","56,5",8,,,,,,,#N/A,6913
AG7092,,45,60,8,,,,,,,#N/A,AG7092
6916,,47,62,"7,2",,,,,,,#N/A,6916
6917,,"47,6","63,5",8,,,,,,,#N/A,6917
6915,,50,67,"8,4",,,,,,,#N/A,6915
4065,,80,100,10,,,,,,,#N/A,4065
4317,,140,160,"8,25",,,,,,,#N/A,4317
6285,,6,10,"2,6",,,,,,,#N/A,6285
6754,,24,32,"3,2",,,,,,,#N/A,6754
5761,EU1222,12,22,"10,7",,,,,,,"6,77",5761
5760,EU1626,16,26,"10,7",,,,,,,"7,63",5760
5759,EU2029,20,30,"10,7",,,,,,,"8,47",5759
5758,EU2535,25,35,"11,2",,,,,,,"9,40",5758
6878,EU3040,30,40,"11,2",,,,,,,"13,05",6878
6634,EU3242,32,42,"11,2",,,,,,,"16,94",6634
6877,EU4050,40,50,"11,2",,,,,,,"19,49",6877
6303,EL0040,4,"8,2",3,,,,,,,"3,39",6303
6302,EL0058,6,"11,2","3,6",,,,,,,"3,39",6302
6301,EL0082,8,"14,2","3,6",,,,,,,"3,39",6301
6300,EL1016,10,"16,2","4,2",,,,,,,"4,23",6300
